imu_now,imu_mean,imu_std,imu_max,imu_min,imu_range,imu_max_diff,imu_mean_diff,imu_rate,label
1.0053,1.1002,0.4617,2.4382,0.5963,1.8419,1.8419,0.4199,0.4091,pothole
0.9919,0.9968,0.0071,1.007,0.9856,0.0215,0.016,0.0079,-0.005,braking
0.9977,0.9972,0.0068,1.0116,0.9848,0.0268,0.0213,0.0065,-0.0036,braking
0.9913,1.0006,0.0091,1.0165,0.9884,0.0281,0.0258,0.0089,-0.0037,normal
1.0135,0.9983,0.0111,1.0177,0.9781,0.0397,0.0247,0.0098,-0.0042,braking
1.0134,1.0045,0.0178,1.0369,0.9724,0.0646,0.0346,0.0182,-0.0235,normal
1.002,1.3266,0.2059,1.5492,0.9794,0.5698,0.2166,0.1241,-0.2166,speed_hump
0.9887,1.1038,0.493,2.5225,0.5312,1.9913,1.9913,0.4501,0.4575,pothole
1.0095,1.0061,0.0076,1.0178,0.9949,0.0228,0.0165,0.0048,-0.0012,braking
1.0082,1.1629,0.6725,3.1219,0.4665,2.6553,2.6553,0.5951,0.5417,pothole
1.0019,0.9943,0.0108,1.0147,0.9752,0.0394,0.0394,0.0144,0.0067,normal
1.0047,0.9971,0.006,1.0047,0.9835,0.0212,0.0165,0.0073,0.0102,normal
1.0158,1.0013,0.0165,1.0193,0.9676,0.0518,0.0406,0.0169,-0.0036,normal
1.0119,1.3869,0.2464,1.6807,0.9762,0.7045,0.2794,0.1526,-0.2063,speed_hump
1.0117,1.0042,0.0138,1.0302,0.9803,0.0499,0.0188,0.01,-0.0185,braking
1.0017,0.9973,0.0129,1.0146,0.9764,0.0382,0.038,0.0165,0.0251,normal
0.9886,1.2114,0.8355,3.6794,0.5023,3.1771,3.1771,0.7076,0.4863,pothole
0.9946,0.9932,0.0069,1.0056,0.9835,0.0221,0.0134,0.0064,-0.0051,braking
1.0023,1.003,0.0064,1.0189,0.9946,0.0243,0.0201,0.0079,0.0077,normal
0.9804,0.9945,0.0135,1.012,0.9641,0.0479,0.0369,0.0186,-0.0173,normal
1.0138,1.0027,0.0148,1.0383,0.9812,0.0571,0.0405,0.0187,0.0189,normal
0.9933,0.9905,0.0059,0.9995,0.9823,0.0172,0.0151,0.0065,0.0072,braking
0.9931,1.0017,0.0091,1.0236,0.9916,0.032,0.0232,0.0084,-0.0005,normal
1.0077,1.0027,0.0073,1.0182,0.9936,0.0246,0.0208,0.0089,0.0141,normal
1.0243,1.0157,0.0097,1.0292,0.9971,0.0321,0.0106,0.0048,0.0014,braking
0.9914,0.9966,0.01,1.014,0.9798,0.0342,0.0117,0.0055,0.0048,braking
1.0112,1.1646,0.7594,3.3487,0.2785,3.0702,3.0702,0.6968,0.7328,pothole
0.9874,1.0011,0.0088,1.0174,0.9868,0.0306,0.0194,0.0088,-0.0194,normal
0.9947,1.0036,0.0107,1.02,0.9919,0.0281,0.0281,0.018,-0.0236,normal
0.9644,0.9935,0.0142,1.018,0.9644,0.0536,0.0221,0.0124,-0.0193,braking
0.9659,1.6663,0.4354,2.1853,0.9659,1.2194,0.4552,0.2689,-0.4552,speed_hump
1.0154,1.0094,0.0116,1.0251,0.9926,0.0325,0.0278,0.0139,-0.0097,braking
0.9999,1.4434,0.2822,1.7808,0.9845,0.7963,0.2945,0.1752,-0.2679,speed_hump
1.0065,1.2039,0.8034,3.5643,0.4573,3.107,3.107,0.6972,0.5491,pothole
0.9848,1.288,0.1814,1.5007,0.9848,0.5159,0.205,0.112,-0.205,speed_hump
0.9757,0.9838,0.0067,0.9907,0.9714,0.0193,0.0149,0.0059,0.0042,braking
0.9724,0.9863,0.013,1.0027,0.9617,0.0411,0.0141,0.0089,0.0107,braking
0.9771,0.9959,0.0101,1.0103,0.9771,0.0332,0.0255,0.0098,-0.0078,normal
1.0089,1.0135,0.0069,1.0193,0.9956,0.0237,0.0236,0.0061,-0.0,braking
1.0351,1.0117,0.0146,1.0351,0.9892,0.0459,0.0223,0.0079,0.0068,braking
0.9936,1.0025,0.0111,1.0295,0.9865,0.0429,0.0371,0.0135,0.0013,normal
1.0342,1.0096,0.0103,1.0342,0.9941,0.0401,0.0244,0.0073,0.0244,braking
1.0088,1.0,0.008,1.0088,0.9858,0.0229,0.0188,0.0112,0.0125,braking
0.9777,1.0011,0.0156,1.0344,0.9777,0.0567,0.0544,0.0225,-0.025,normal
1.0085,1.1072,0.5195,2.5891,0.4633,2.1258,2.1258,0.4769,0.5452,pothole
0.9787,0.9983,0.0102,1.0116,0.9787,0.0329,0.0254,0.0111,-0.012,normal
1.0269,1.0154,0.0075,1.0269,0.9994,0.0275,0.0141,0.0073,0.0101,braking
1.0048,1.0029,0.011,1.0237,0.9771,0.0466,0.0286,0.0105,-0.0021,normal
0.9942,0.9951,0.0119,1.016,0.9768,0.0392,0.027,0.0147,0.0103,normal
1.0159,1.0025,0.0107,1.0172,0.9843,0.0329,0.0287,0.0107,0.0085,normal
0.9689,0.9844,0.0154,1.0122,0.9624,0.0499,0.0215,0.0126,-0.0127,braking
1.0094,1.1296,0.6426,2.9493,0.2963,2.653,2.653,0.6049,0.7131,pothole
1.0161,1.2377,0.1521,1.4214,0.9931,0.4283,0.1662,0.0926,-0.1395,speed_hump
1.0027,1.0018,0.0105,1.0252,0.9901,0.0351,0.0323,0.0166,0.0107,normal
0.9832,1.1281,0.6029,2.8664,0.4387,2.4277,2.4277,0.5427,0.5445,pothole
0.9911,1.0037,0.0083,1.0143,0.9894,0.0248,0.0132,0.0071,-0.007,normal
0.99,1.0039,0.0099,1.0238,0.99,0.0338,0.0237,0.0117,-0.0122,normal
1.0003,1.0052,0.011,1.0176,0.978,0.0396,0.0247,0.012,0.0223,braking
1.0169,1.1551,0.7287,3.2546,0.3178,2.9368,2.9368,0.6678,0.6991,pothole
0.9934,0.9989,0.0075,1.0126,0.9871,0.0255,0.0181,0.0105,-0.0051,normal
1.0051,1.2872,0.1762,1.4994,1.0045,0.4949,0.183,0.1099,-0.183,speed_hump
0.99,0.9949,0.0096,1.0137,0.981,0.0327,0.0327,0.0129,-0.0237,normal
1.0031,1.0008,0.0093,1.0174,0.9841,0.0333,0.0217,0.009,0.0081,normal
0.9844,1.1541,0.7819,3.3935,0.2122,3.1813,3.1813,0.7185,0.7722,pothole
0.9856,0.9954,0.008,1.0115,0.9856,0.0258,0.0233,0.0113,-0.0077,normal
1.0291,1.0147,0.0109,1.0338,0.9982,0.0355,0.0246,0.0117,0.0246,braking
0.9789,1.0067,0.0138,1.0247,0.9789,0.0458,0.0338,0.0157,-0.0338,normal
0.9868,1.0022,0.0097,1.0215,0.9868,0.0347,0.0254,0.0091,-0.0065,normal
1.0364,1.0148,0.0165,1.042,0.9914,0.0507,0.0171,0.0083,-0.0056,braking
0.9726,1.1478,0.7507,3.285,0.2052,3.0798,3.0798,0.6877,0.7674,pothole
1.0076,1.1565,0.7094,3.2016,0.3446,2.857,2.857,0.6501,0.663,pothole
0.9744,1.5645,0.3596,1.9922,0.9744,1.0178,0.3722,0.2229,-0.3722,speed_hump
1.0035,1.4253,0.2724,1.7626,0.9778,0.7848,0.2963,0.1715,-0.2591,speed_hump
0.9995,0.9994,0.0081,1.0158,0.9837,0.0321,0.0321,0.0088,-0.0022,normal
1.0517,1.0253,0.011,1.0517,1.009,0.0427,0.0257,0.0093,0.0257,braking
0.9952,1.201,0.7412,3.39,0.5706,2.8194,2.8194,0.629,0.4246,pothole
1.0096,1.0042,0.0123,1.0192,0.9782,0.041,0.0273,0.0141,0.0178,normal
1.0191,0.9983,0.0122,1.0191,0.9789,0.0401,0.0294,0.0143,0.0294,normal
1.0221,1.0598,0.4023,2.1559,0.437,1.7189,1.7189,0.3912,0.5851,pothole
1.0167,1.0741,0.5483,2.5675,0.2242,2.3433,2.3433,0.5333,0.7925,pothole
0.9892,0.9937,0.016,1.0201,0.9652,0.0549,0.0549,0.0248,-0.0309,normal
0.9836,1.2929,0.1898,1.5076,0.9836,0.524,0.1924,0.1144,-0.1924,speed_hump
0.9954,1.003,0.0124,1.0201,0.9771,0.0431,0.0431,0.022,-0.0183,normal
0.9949,1.0979,0.5799,2.7095,0.268,2.4415,2.4415,0.5473,0.7268,pothole
1.0093,1.3023,0.1913,1.5419,0.9848,0.557,0.2175,0.1211,-0.1788,speed_hump
0.9903,0.9983,0.0116,1.0167,0.9798,0.0369,0.0235,0.0098,0.0105,normal
0.9709,1.6212,0.401,2.1054,0.9709,1.1345,0.3941,0.2479,-0.3941,speed_hump
0.9952,0.9949,0.0107,1.0054,0.9683,0.0371,0.0268,0.009,0.0268,braking
0.9923,1.0563,0.4501,2.2659,0.326,1.9399,1.9399,0.4395,0.6663,pothole
0.991,1.0039,0.0111,1.0228,0.9883,0.0345,0.0257,0.0141,-0.0061,normal
0.9991,1.0997,0.5736,2.7197,0.3443,2.3754,2.3754,0.5412,0.6548,pothole
0.9857,0.9958,0.0099,1.012,0.9826,0.0294,0.0186,0.0075,0.0031,braking
1.023,1.4939,0.3046,1.8624,1.023,0.8394,0.3101,0.1863,-0.2472,speed_hump
0.981,0.9949,0.0095,1.0114,0.9808,0.0307,0.0307,0.0128,-0.0079,braking
1.0015,0.9989,0.0127,1.0184,0.9748,0.0436,0.0327,0.0196,0.0086,normal
1.0073,0.9972,0.0099,1.0129,0.9806,0.0323,0.0225,0.0113,0.0046,normal
1.0018,1.0021,0.0135,1.0244,0.9798,0.0447,0.0302,0.0168,-0.0227,normal
1.0139,1.0094,0.006,1.02,1.0004,0.0196,0.0145,0.0078,-0.0061,braking
1.0195,1.5458,0.3439,1.9575,1.0014,0.9561,0.3343,0.2105,-0.2871,speed_hump
0.9952,1.0023,0.0108,1.0204,0.9871,0.0333,0.0276,0.0158,-0.0252,normal
1.0099,0.9988,0.0112,1.0212,0.9794,0.0417,0.0305,0.0127,0.0305,normal
0.9994,0.9951,0.0114,1.0207,0.9735,0.0472,0.0299,0.0123,-0.0023,normal
1.0075,1.0013,0.0108,1.0211,0.9864,0.0346,0.0245,0.009,0.021,normal
1.0056,1.0119,0.0072,1.024,1.0006,0.0234,0.0162,0.0108,-0.0145,braking
1.0111,1.6208,0.3979,2.0865,0.9792,1.1073,0.3954,0.2425,-0.3269,speed_hump
1.0145,1.0089,0.0151,1.0353,0.9791,0.0562,0.0266,0.0147,0.0143,normal
1.0089,1.0148,0.0065,1.0282,1.0064,0.0218,0.0177,0.0091,-0.0071,braking
0.9941,1.0026,0.0128,1.0324,0.9892,0.0432,0.0432,0.0173,0.004,normal
0.9913,1.1668,0.809,3.4894,0.2099,3.2795,3.2795,0.7365,0.7814,pothole
1.005,1.4481,0.287,1.8045,0.9974,0.8071,0.2762,0.1785,-0.2525,speed_hump
1.0036,1.1522,0.6857,3.1259,0.3569,2.769,2.769,0.6231,0.6467,pothole
0.9765,1.2137,0.7988,3.5808,0.5822,2.9986,2.9986,0.6771,0.3943,pothole
1.0077,1.4653,0.2886,1.8183,1.0077,0.8106,0.2756,0.1777,-0.2756,speed_hump
1.0058,0.9958,0.006,1.0058,0.9814,0.0243,0.0165,0.006,0.0065,normal
0.9681,0.9912,0.0112,1.007,0.9681,0.039,0.0107,0.0057,-0.0096,braking
1.0015,0.9949,0.01,1.012,0.9819,0.03,0.0261,0.0134,0.0099,normal
1.017,1.1702,0.7331,3.2911,0.3581,2.933,2.933,0.6693,0.6589,pothole
1.0076,1.0022,0.0072,1.0108,0.9917,0.0191,0.0191,0.0083,-0.0022,normal
1.0106,1.3147,0.1974,1.5431,0.9862,0.5568,0.2018,0.1217,-0.1846,speed_hump
1.008,1.5391,0.3523,1.9612,0.982,0.9793,0.33,0.2147,-0.2811,speed_hump
0.9619,0.9776,0.0109,0.9944,0.9619,0.0325,0.0242,0.007,-0.0072,braking
0.9993,1.0011,0.0051,1.0132,0.9935,0.0198,0.0137,0.0068,0.0037,normal
1.0244,1.1177,0.5976,2.8027,0.3234,2.4793,2.4793,0.5688,0.701,pothole
0.9959,1.1285,0.6398,2.9672,0.3777,2.5895,2.5895,0.5779,0.6183,pothole
1.0028,0.9938,0.0107,1.0097,0.9707,0.039,0.0323,0.0141,-0.0069,normal
1.0047,1.0013,0.0143,1.0327,0.9807,0.0519,0.0414,0.0146,0.024,normal
0.9877,1.0026,0.0106,1.0185,0.9877,0.0308,0.0233,0.0134,-0.0061,normal
0.9974,1.5595,0.3578,1.9713,0.9878,0.9835,0.3439,0.2175,-0.3321,speed_hump
0.9818,0.9973,0.0091,1.0086,0.9818,0.0267,0.0186,0.0095,-0.008,normal
0.9995,1.0553,0.462,2.2805,0.2757,2.0049,2.0049,0.452,0.7238,pothole
1.0137,1.0546,0.3849,2.0834,0.4199,1.6636,1.6636,0.3814,0.5939,pothole
1.0124,1.0119,0.009,1.0306,0.9955,0.0351,0.0145,0.0077,-0.0004,braking
0.996,0.9978,0.0157,1.0317,0.9735,0.0581,0.0431,0.0205,0.0081,normal
0.9742,0.9939,0.0125,1.0115,0.9742,0.0373,0.0281,0.0123,-0.0126,normal
1.0153,0.9946,0.013,1.0153,0.9735,0.0418,0.0372,0.0144,0.0045,normal
1.0425,1.01,0.0129,1.0425,0.9964,0.0461,0.0383,0.0102,0.0383,braking
1.0076,1.0936,0.4356,2.3416,0.5706,1.771,1.771,0.4009,0.437,pothole
1.0058,0.9985,0.0109,1.014,0.9739,0.0401,0.0325,0.0129,0.0125,normal
1.0004,1.0004,0.0082,1.0126,0.9847,0.028,0.0256,0.0088,0.0,normal
0.982,0.9951,0.0197,1.0334,0.9751,0.0583,0.0458,0.0238,0.0058,normal
0.9875,1.2197,0.8465,3.7217,0.5108,3.211,3.211,0.7244,0.4767,pothole
1.0167,1.3279,0.2014,1.5577,1.0091,0.5486,0.1841,0.1211,-0.1841,speed_hump
1.0388,1.0244,0.0125,1.0428,1.0035,0.0393,0.0156,0.0083,-0.004,braking
0.9804,1.0461,0.4176,2.1698,0.3713,1.7985,1.7985,0.4044,0.6091,pothole
0.9908,1.2374,0.1594,1.4267,0.9698,0.4569,0.1962,0.0992,-0.136,speed_hump
0.9999,1.0019,0.0076,1.0162,0.9858,0.0303,0.02,0.0096,-0.0094,normal
0.991,1.0884,0.5731,2.6704,0.2444,2.4259,2.4259,0.5522,0.7466,pothole
0.9662,0.9772,0.0093,0.9924,0.965,0.0274,0.0168,0.0098,-0.007,braking
1.0018,1.3388,0.2274,1.622,0.9725,0.6495,0.2168,0.1419,-0.1818,speed_hump
0.9884,1.1718,0.7298,3.3048,0.4448,2.86,2.86,0.6491,0.5436,pothole
0.979,1.6551,0.4185,2.1816,0.979,1.2026,0.4003,0.2628,-0.4003,speed_hump
1.0002,0.998,0.0134,1.0273,0.9808,0.0465,0.0465,0.0184,-0.0153,normal
1.0065,1.2885,0.1879,1.538,0.9657,0.5723,0.2199,0.1227,-0.1828,speed_hump
0.9953,1.4766,0.3012,1.8301,0.988,0.8421,0.3106,0.1863,-0.2931,speed_hump
0.995,0.9969,0.0106,1.0171,0.9808,0.0363,0.0222,0.0123,-0.0222,normal
1.0075,1.6202,0.3886,2.0812,1.0072,1.0739,0.3739,0.2386,-0.3681,speed_hump
1.0042,1.3281,0.2123,1.5956,0.9783,0.6173,0.2207,0.1343,-0.1931,speed_hump
0.9985,1.0016,0.0144,1.0217,0.9759,0.0458,0.0376,0.0127,-0.0022,normal
0.9862,1.3236,0.2086,1.5633,0.9862,0.5772,0.2101,0.1262,-0.1793,speed_hump
1.0253,1.0091,0.0106,1.0253,0.9924,0.0328,0.0178,0.0091,0.0101,braking
0.9942,0.9951,0.0099,1.0177,0.9827,0.035,0.026,0.0129,0.0115,normal
0.9722,0.9967,0.0161,1.0204,0.9722,0.0482,0.0401,0.0141,-0.0134,normal
1.0174,1.4937,0.3125,1.8976,0.9878,0.9098,0.3001,0.1989,-0.3001,speed_hump
0.9859,0.9898,0.0084,1.0009,0.9751,0.0258,0.0258,0.0108,-0.0093,braking
0.9782,1.1475,0.6321,3.0032,0.5554,2.4478,2.4478,0.5561,0.4227,pothole
0.9864,1.0079,0.0131,1.0358,0.9864,0.0494,0.0382,0.0169,-0.0382,normal
1.0172,1.005,0.0086,1.0172,0.9894,0.0278,0.0228,0.0071,0.003,normal
1.0001,1.1811,0.788,3.467,0.3293,3.1377,3.1377,0.7058,0.6708,pothole
1.0105,0.9985,0.0104,1.0191,0.9842,0.0349,0.0336,0.0125,-0.0086,normal
1.0102,1.0078,0.0113,1.0238,0.9894,0.0344,0.0344,0.0149,-0.0084,normal
0.9979,1.0035,0.0117,1.0188,0.9835,0.0353,0.0337,0.0176,-0.0159,normal
1.0097,1.0029,0.0072,1.0123,0.9911,0.0211,0.0211,0.0101,0.004,braking
1.0046,0.9931,0.0049,1.0046,0.9853,0.0193,0.0098,0.0048,0.0098,braking
0.989,1.0406,0.4499,2.1889,0.2089,1.98,1.98,0.4501,0.7801,pothole
1.0107,1.0082,0.0135,1.0373,0.988,0.0493,0.03,0.014,0.0042,normal
1.0628,1.6527,0.4024,2.138,0.9778,1.1602,0.3935,0.2484,-0.3582,speed_hump
1.0082,0.9978,0.0093,1.016,0.985,0.031,0.0293,0.0122,0.0182,normal
0.9941,1.0077,0.011,1.0262,0.9941,0.0321,0.0185,0.0094,-0.0003,braking
1.023,1.5429,0.3397,1.9429,0.9799,0.9631,0.377,0.2092,-0.2956,speed_hump
0.9926,0.9971,0.0084,1.0081,0.9846,0.0236,0.0236,0.014,-0.0145,normal
1.0232,1.0235,0.008,1.0341,1.0076,0.0265,0.0129,0.0068,-0.0109,braking
1.0226,1.0056,0.0142,1.0243,0.9808,0.0435,0.0214,0.0097,0.0076,braking
0.9985,0.9928,0.0078,1.0065,0.9772,0.0292,0.0213,0.0107,0.0213,braking
1.002,1.0041,0.009,1.0164,0.9875,0.0288,0.0223,0.01,-0.0027,normal
1.0129,1.0068,0.0096,1.0261,0.9937,0.0324,0.0276,0.0069,0.003,braking
1.0219,1.1296,0.6786,3.0407,0.221,2.8196,2.8196,0.6352,0.8009,pothole
0.9836,0.9978,0.0102,1.0153,0.9801,0.0351,0.0255,0.0124,-0.0169,normal
1.0309,1.5857,0.3638,2.0356,0.9998,1.0357,0.3423,0.2267,-0.3262,speed_hump
0.9784,1.4245,0.2668,1.7716,0.9784,0.7932,0.2763,0.1707,-0.2763,speed_hump
1.0265,1.0035,0.0101,1.0265,0.9857,0.0408,0.018,0.0072,0.015,normal
1.0,1.0025,0.0111,1.0217,0.9845,0.0372,0.0242,0.0131,0.0037,normal
0.9901,0.9959,0.0083,1.0111,0.9862,0.025,0.0171,0.0096,-0.0131,normal
0.9746,1.5562,0.3528,1.9536,0.9746,0.979,0.353,0.2137,-0.3498,speed_hump
0.9884,0.9904,0.0098,1.0126,0.9767,0.0359,0.0139,0.0083,0.0116,braking
1.0035,0.9957,0.0122,1.0124,0.9714,0.041,0.0301,0.0132,0.0065,normal
0.9974,0.9942,0.0072,1.0029,0.9826,0.0203,0.0202,0.0073,0.0061,normal
1.0416,1.0198,0.0101,1.0416,0.9989,0.0427,0.0289,0.0109,0.0289,braking
0.9897,1.0023,0.0107,1.0272,0.9897,0.0375,0.0251,0.0134,-0.0202,normal
1.0018,1.4654,0.292,1.811,1.0009,0.81,0.2835,0.1799,-0.2835,speed_hump
1.0199,0.9993,0.0105,1.0199,0.9855,0.0344,0.0217,0.0093,0.0073,normal
1.0143,1.0062,0.0068,1.0168,0.9944,0.0223,0.0104,0.0063,-0.0025,normal
0.9772,1.2221,0.8424,3.7159,0.5402,3.1757,3.1757,0.7152,0.437,pothole
0.9918,1.2166,0.813,3.6126,0.4978,3.1148,3.1148,0.7026,0.494,pothole
0.9961,1.1154,0.5544,2.6976,0.4305,2.2672,2.2672,0.5091,0.5656,pothole
0.9913,0.9973,0.0077,1.0153,0.986,0.0293,0.0293,0.0083,0.0054,normal
1.0077,1.0021,0.0136,1.0172,0.976,0.0412,0.0396,0.0168,0.0018,normal
0.9966,0.9995,0.011,1.0158,0.977,0.0388,0.032,0.0194,-0.0109,normal
0.9705,1.2781,0.1807,1.5031,0.9705,0.5326,0.2085,0.112,-0.2085,speed_hump
1.0211,1.0051,0.0146,1.0314,0.9826,0.0488,0.0448,0.0194,0.0177,normal
0.9747,0.9934,0.0138,1.0139,0.9716,0.0423,0.0295,0.013,-0.004,braking
0.9908,1.1264,0.675,3.0243,0.2143,2.81,2.81,0.6275,0.7766,pothole
0.9792,0.9836,0.0142,1.0118,0.96,0.0518,0.0241,0.012,0.0192,braking
1.0265,1.1764,0.6776,3.1768,0.598,2.5788,2.5788,0.5892,0.4285,pothole
1.0044,1.0546,0.4945,2.3556,0.2026,2.1531,2.1531,0.4937,0.8018,pothole
1.0074,1.0864,0.4729,2.4269,0.477,1.9499,1.9499,0.4449,0.5304,pothole
0.9734,0.9999,0.0152,1.0205,0.9734,0.0471,0.042,0.0229,-0.042,normal
0.985,1.0007,0.0111,1.0196,0.9825,0.0371,0.0371,0.0137,-0.008,normal
1.0097,1.1945,0.7504,3.4013,0.508,2.8933,2.8933,0.6466,0.5016,pothole
0.9896,1.1619,0.6761,3.1332,0.4695,2.6637,2.6637,0.6054,0.5201,pothole
1.0279,1.2262,0.8656,3.7705,0.4276,3.3428,3.3428,0.7542,0.6002,pothole
1.0091,0.9923,0.0123,1.0101,0.9709,0.0392,0.0281,0.0161,0.0281,normal
0.9678,1.4211,0.2696,1.7333,0.9678,0.7655,0.2711,0.1635,-0.2711,speed_hump
1.0036,1.5884,0.3823,2.0472,0.9919,1.0554,0.3544,0.2332,-0.3544,speed_hump
1.0012,1.2071,0.8419,3.6772,0.4092,3.268,3.268,0.7305,0.592,pothole
1.0124,1.1453,0.6074,2.9126,0.5093,2.4033,2.4033,0.5472,0.503,pothole
1.0136,0.9988,0.0164,1.0201,0.9701,0.05,0.0469,0.0242,0.0275,normal
1.0245,1.1357,0.6706,3.0298,0.252,2.7779,2.7779,0.6292,0.7726,pothole
1.0246,1.002,0.013,1.0246,0.9696,0.0549,0.0386,0.0142,0.0272,normal
1.0182,1.0015,0.0108,1.0182,0.9812,0.037,0.0255,0.0102,0.0116,braking
0.9922,0.9982,0.0116,1.0162,0.9771,0.0391,0.0304,0.0178,-0.0241,normal
0.9948,1.0508,0.4784,2.3099,0.2269,2.083,2.083,0.4739,0.7679,pothole
0.9908,1.0008,0.0175,1.031,0.9699,0.0611,0.0511,0.0245,0.0209,normal
0.9845,1.1327,0.6262,2.9448,0.4399,2.5049,2.5049,0.5658,0.5447,pothole
1.0355,1.4394,0.2597,1.7419,1.0287,0.7132,0.2451,0.1577,-0.2233,speed_hump
0.9867,1.0066,0.0114,1.021,0.9867,0.0342,0.0324,0.0167,-0.0269,normal
1.0367,1.1525,0.6956,3.146,0.3192,2.8268,2.8268,0.6391,0.7175,pothole
0.9973,1.0061,0.0129,1.0276,0.9822,0.0454,0.0454,0.0188,-0.0068,normal
0.9863,1.0017,0.0102,1.0221,0.9863,0.0358,0.0287,0.0133,-0.0206,braking
1.0204,1.007,0.0137,1.0302,0.9857,0.0446,0.0353,0.0107,0.0035,braking
0.9854,0.9967,0.0108,1.0141,0.9799,0.0342,0.0299,0.0141,-0.0045,normal
0.9964,1.0034,0.0072,1.0148,0.9935,0.0213,0.0153,0.0068,0.0028,braking
1.0291,1.1402,0.7167,3.1738,0.2211,2.9527,2.9527,0.6669,0.808,pothole
1.0111,0.9965,0.016,1.0225,0.9684,0.0541,0.045,0.0199,0.0072,normal
0.9921,0.9938,0.0068,1.0044,0.98,0.0244,0.0182,0.01,0.0001,braking
1.01,1.6364,0.4015,2.1192,0.9769,1.1423,0.4172,0.2502,-0.4099,speed_hump
1.0171,1.1608,0.7692,3.3656,0.239,3.1266,3.1266,0.7018,0.778,pothole
0.9914,1.2524,0.1556,1.4612,0.9914,0.4698,0.1764,0.1011,-0.1764,speed_hump
1.0255,1.5992,0.382,2.0584,0.9721,1.0863,0.3822,0.2355,-0.3321,speed_hump
0.9753,0.9855,0.0128,1.0078,0.9702,0.0377,0.0305,0.0109,0.0051,braking
1.0371,1.0117,0.0114,1.0371,0.9982,0.0389,0.0152,0.0072,0.0129,braking
0.9894,1.4926,0.3117,1.8624,0.9894,0.873,0.3249,0.1906,-0.3249,speed_hump
0.9919,1.1793,0.7216,3.2995,0.5094,2.7901,2.7901,0.6254,0.4825,pothole
1.0204,0.9971,0.0161,1.0211,0.975,0.046,0.046,0.0252,0.0453,normal
0.9919,0.991,0.01,1.0037,0.9718,0.0319,0.0297,0.0088,-0.0036,braking
0.9969,0.9954,0.0097,1.0111,0.9788,0.0324,0.0324,0.0147,0.0038,normal
1.0123,1.0108,0.0084,1.0221,0.9966,0.0254,0.0254,0.0069,-0.002,braking
0.9917,1.001,0.0111,1.021,0.9845,0.0365,0.0321,0.0109,0.0011,normal
0.9942,1.181,0.712,3.2751,0.5315,2.7436,2.7436,0.6177,0.4628,pothole
0.9988,1.6122,0.3776,2.0567,0.9988,1.0579,0.3994,0.2319,-0.3994,speed_hump
0.9886,1.1176,0.5661,2.7404,0.4411,2.2992,2.2992,0.5244,0.5475,pothole
1.012,1.0007,0.0088,1.0198,0.9905,0.0293,0.0182,0.0088,0.0103,normal
0.9978,1.0005,0.0093,1.0139,0.985,0.0289,0.0269,0.0158,-0.0133,normal
1.0342,1.0764,0.3815,2.1621,0.5986,1.5635,1.5635,0.3624,0.4355,pothole
1.0241,1.1196,0.5513,2.7022,0.469,2.2332,2.2332,0.5157,0.5551,pothole
1.007,1.0007,0.0093,1.0227,0.9889,0.0338,0.0235,0.0108,0.0031,normal
0.988,1.2306,0.1501,1.4295,0.988,0.4415,0.1826,0.0954,-0.1826,speed_hump
0.9782,0.9923,0.0137,1.0224,0.976,0.0464,0.0315,0.0122,-0.0025,normal
0.96,0.9803,0.013,1.0006,0.96,0.0405,0.0246,0.0094,-0.0054,braking
0.9801,1.0012,0.0103,1.013,0.9801,0.0329,0.0206,0.009,-0.0191,normal
0.9971,1.1526,0.6315,2.9999,0.53,2.47,2.47,0.5534,0.4671,pothole
1.0114,0.9985,0.0143,1.0114,0.9611,0.0503,0.0425,0.0103,0.0032,normal
1.0004,1.6642,0.4296,2.1849,0.9827,1.2021,0.4126,0.2652,-0.3827,speed_hump
1.0301,1.1672,0.6851,3.1591,0.4451,2.714,2.714,0.6213,0.585,pothole
1.0084,1.0017,0.0102,1.0227,0.9844,0.0383,0.0246,0.0144,0.008,normal
0.9676,1.393,0.2611,1.7009,0.9676,0.7333,0.2755,0.161,-0.2755,speed_hump
1.0567,1.4272,0.2566,1.7454,1.0162,0.7292,0.2262,0.1575,-0.1978,speed_hump
1.0082,1.0017,0.0115,1.021,0.9882,0.0328,0.0272,0.0192,0.0183,normal
1.0021,1.1545,0.6592,3.0753,0.4746,2.6007,2.6007,0.589,0.5275,pothole
1.0054,1.6849,0.4262,2.1907,0.993,1.1977,0.4439,0.2648,-0.4373,speed_hump
0.9805,0.9939,0.0095,1.008,0.9805,0.0275,0.0242,0.012,-0.0159,normal
0.9658,0.9848,0.0106,1.0016,0.9658,0.0358,0.0151,0.0062,-0.0151,braking
1.0261,1.0078,0.0107,1.0261,0.9953,0.0308,0.022,0.0097,0.0,braking
1.0032,1.4972,0.305,1.8708,1.0032,0.8676,0.2883,0.1895,-0.2883,speed_hump
0.9963,0.9956,0.0104,1.0151,0.9746,0.0406,0.0203,0.0086,0.0051,normal
0.9668,0.9792,0.0121,0.997,0.9576,0.0394,0.0274,0.0108,0.0092,braking
0.9988,1.5172,0.3231,1.889,0.9899,0.8991,0.3512,0.1988,-0.3271,speed_hump
1.0096,0.9984,0.0086,1.0134,0.9869,0.0265,0.0207,0.0116,0.0098,braking
1.0133,1.0087,0.0096,1.0227,0.9864,0.0363,0.0207,0.0084,-0.0094,braking
