imu_now,imu_1ago,imu_2ago,imu_rate_of_change,motion_score,camera_high,label
0.9885,0.989,1.0166,-0.0005,0.3265,0,normal
0.9875,0.9885,0.989,-0.0009,0.3447,0,normal
0.9859,0.9875,0.9885,-0.0016,0.7737,0,normal
1.0052,0.9859,0.9875,0.0193,0.7247,0,normal
0.9961,1.0052,0.9859,-0.0091,0.0661,0,normal
0.9843,0.9961,1.0052,-0.0118,1.091,0,normal
1.0128,0.9843,0.9961,0.0285,0.5706,0,normal
0.988,1.0128,0.9843,-0.0248,0.9698,0,normal
0.9963,0.988,1.0128,0.0083,0.1855,0,normal
1.0154,0.9963,0.988,0.0191,0.5596,0,normal
0.9846,1.0154,0.9963,-0.0308,0.0959,0,normal
1.0115,0.9846,1.0154,0.027,0.0777,0,normal
1.0036,1.0115,0.9846,-0.0079,1.2834,0,normal
0.984,1.0036,1.0115,-0.0197,0.7493,0,normal
1.001,0.984,1.0036,0.017,0.8329,0,normal
0.9963,1.001,0.984,-0.0047,0.5249,0,normal
0.9919,0.9963,1.001,-0.0044,1.1701,0,normal
1.0005,0.9919,0.9963,0.0086,0.0677,0,normal
1.0078,1.0005,0.9919,0.0073,1.3388,0,normal
1.0059,1.0078,1.0005,-0.0019,0.7391,0,normal
1.0002,1.0059,1.0078,-0.0057,0.4151,0,normal
1.0025,1.0002,1.0059,0.0023,0.5151,0,normal
0.99,1.0025,1.0002,-0.0125,0.3487,0,normal
0.9819,0.99,1.0025,-0.0081,0.3174,0,normal
0.9911,0.9819,0.99,0.0092,0.4847,0,normal
0.9913,0.9911,0.9819,0.0002,0.9737,0,normal
1.0,0.9913,0.9911,0.0088,0.5737,0,normal
1.0114,1.0,0.9913,0.0114,0.3983,0,normal
0.9841,1.0114,1.0,-0.0273,0.2057,0,normal
0.9966,0.9841,1.0114,0.0125,1.3645,0,normal
0.9956,0.9966,0.9841,-0.001,0.7926,0,normal
1.013,0.9956,0.9966,0.0174,1.3382,0,normal
0.9809,1.013,0.9956,-0.0321,0.5136,0,normal
0.9869,0.9809,1.013,0.006,0.5373,0,normal
0.9893,0.9869,0.9809,0.0024,0.2775,0,normal
0.9817,0.9893,0.9869,-0.0076,0.6958,0,normal
0.9982,0.9817,0.9893,0.0165,0.3587,0,normal
0.9846,0.9982,0.9817,-0.0136,0.9981,0,normal
1.0186,0.9846,0.9982,0.034,1.2873,0,normal
1.0172,1.0186,0.9846,-0.0013,0.2438,0,normal
0.9915,1.0172,1.0186,-0.0257,0.1697,0,normal
1.01,0.9915,1.0172,0.0184,0.8738,0,normal
0.9929,1.01,0.9915,-0.0171,1.0429,0,normal
0.9849,0.9929,1.01,-0.008,1.0472,0,normal
0.9808,0.9849,0.9929,-0.0041,0.5942,0,normal
1.002,0.9808,0.9849,0.0212,1.0565,0,normal
0.9892,1.002,0.9808,-0.0128,0.8451,0,normal
1.0079,0.9892,1.002,0.0188,1.2582,0,normal
1.0029,1.0079,0.9892,-0.005,0.528,0,normal
0.9876,1.0029,1.0079,-0.0153,0.8844,0,normal
1.0175,0.9876,1.0029,0.0298,0.5235,0,normal
1.0177,1.0175,0.9876,0.0002,0.2128,0,normal
1.0027,1.0177,1.0175,-0.015,1.2879,0,normal
1.0166,1.0027,1.0177,0.0139,1.0608,0,normal
0.9909,1.0166,1.0027,-0.0256,0.8002,0,normal
0.9838,0.9909,1.0166,-0.0071,0.7959,0,normal
0.9918,0.9838,0.9909,0.008,0.8245,0,normal
0.9934,0.9918,0.9838,0.0016,0.7043,0,normal
1.0112,0.9934,0.9918,0.0178,0.5151,0,normal
0.9834,1.0112,0.9934,-0.0278,0.5423,0,normal
1.0101,0.9834,1.0112,0.0267,0.4141,0,normal
2.8158,1.0101,0.9834,1.8057,2.7885,1,hazard
2.8004,2.8158,1.0101,-0.0154,3.1525,1,hazard
0.2969,2.8004,2.8158,-2.5036,2.0465,1,hazard
1.3958,0.2969,2.8004,1.0989,1.8051,1,hazard
1.086,1.3958,0.2969,-0.3098,2.92,1,hazard
1.014,1.086,1.3958,-0.072,1.9522,1,hazard
1.0133,1.014,1.086,-0.0007,3.4834,1,hazard
1.0119,1.0133,1.014,-0.0014,0.3335,0,normal
1.0133,1.0119,1.0133,0.0014,0.5907,0,normal
1.0129,1.0133,1.0119,-0.0004,0.932,0,normal
1.0168,1.0129,1.0133,0.004,0.394,0,normal
1.008,1.0168,1.0129,-0.0089,0.6337,0,normal
1.0,1.008,1.0168,-0.0079,0.3708,0,normal
0.996,1.0,1.008,-0.0041,0.2965,0,normal
1.0007,0.996,1.0,0.0048,0.3439,0,normal
0.9904,1.0007,0.996,-0.0103,0.0977,0,normal
1.0089,0.9904,1.0007,0.0185,0.5882,0,normal
0.999,1.0089,0.9904,-0.0099,0.418,0,normal
0.984,0.999,1.0089,-0.015,1.3373,0,normal
1.0153,0.984,0.999,0.0313,1.245,0,normal
0.9919,1.0153,0.984,-0.0234,1.3678,0,normal
1.2911,0.9919,1.0153,0.2992,1.1358,0,caution
1.3053,1.2911,0.9919,0.0141,1.4203,0,caution
1.2816,1.3053,1.2911,-0.0236,1.4058,0,caution
1.7909,1.2816,1.3053,0.5093,2.0413,1,caution
1.8023,1.7909,1.2816,0.0114,1.1167,0,caution
1.5035,1.8023,1.7909,-0.2987,1.5478,1,caution
1.5095,1.5035,1.8023,0.0059,1.6059,1,caution
1.1863,1.5095,1.5035,-0.3232,1.559,1,caution
1.2166,1.1863,1.5095,0.0303,2.263,1,caution
1.0181,1.2166,1.1863,-0.1985,1.3855,0,caution
0.9969,1.0181,1.2166,-0.0212,1.141,0,caution
1.0142,0.9969,1.0181,0.0173,0.1628,0,normal
1.2819,1.0142,0.9969,0.2676,1.9156,1,caution
1.3155,1.2819,1.0142,0.0336,1.7737,1,caution
1.2813,1.3155,1.2819,-0.0342,2.1852,1,caution
1.7977,1.2813,1.3155,0.5164,2.4576,1,caution
1.8027,1.7977,1.2813,0.005,1.538,1,caution
1.4993,1.8027,1.7977,-0.3034,2.3456,1,caution
1.5023,1.4993,1.8027,0.003,2.196,1,caution
1.2051,1.5023,1.4993,-0.2972,1.1859,0,caution
1.1815,1.2051,1.5023,-0.0236,2.1694,1,caution
1.0035,1.1815,1.2051,-0.178,2.321,1,caution
1.0087,1.0035,1.1815,0.0052,1.9223,1,caution
0.9833,1.0087,1.0035,-0.0254,0.6161,0,normal
1.0183,0.9833,1.0087,0.035,0.0206,0,normal
0.9914,1.0183,0.9833,-0.0269,1.1607,0,normal
1.0183,0.9914,1.0183,0.0269,0.7084,0,normal
1.0066,1.0183,0.9914,-0.0117,1.0108,0,normal
0.9868,1.0066,1.0183,-0.0198,1.1396,0,normal
1.0142,0.9868,1.0066,0.0274,0.2006,0,normal
0.987,1.0142,0.9868,-0.0271,0.3566,0,normal
0.9837,0.987,1.0142,-0.0033,0.8902,0,normal
1.0167,0.9837,0.987,0.0329,1.0414,0,normal
1.016,1.0167,0.9837,-0.0007,1.0901,0,normal
0.9825,1.016,1.0167,-0.0334,0.6427,0,normal
0.9962,0.9825,1.016,0.0137,0.4602,0,normal
0.9847,0.9962,0.9825,-0.0115,1.0419,0,normal
1.015,0.9847,0.9962,0.0304,0.389,0,normal
0.9816,1.015,0.9847,-0.0335,1.2553,0,normal
1.0096,0.9816,1.015,0.0281,0.9976,0,normal
0.9945,1.0096,0.9816,-0.0151,0.0763,0,normal
1.0123,0.9945,1.0096,0.0178,1.1321,0,normal
0.9819,1.0123,0.9945,-0.0304,0.1684,0,normal
1.0151,0.9819,1.0123,0.0332,1.3663,0,normal
1.0058,1.0151,0.9819,-0.0093,1.371,0,normal
1.0125,1.0058,1.0151,0.0067,0.6893,0,normal
1.0048,1.0125,1.0058,-0.0077,0.7253,0,normal
0.9853,1.0048,1.0125,-0.0195,0.5538,0,normal
1.004,0.9853,1.0048,0.0187,1.0977,0,normal
1.0044,1.004,0.9853,0.0005,1.1639,0,normal
1.0029,1.0044,1.004,-0.0015,0.747,0,normal
0.9991,1.0029,1.0044,-0.0039,1.3852,0,normal
1.0079,0.9991,1.0029,0.0088,0.834,0,normal
1.0001,1.0079,0.9991,-0.0078,0.1233,0,normal
0.9968,1.0001,1.0079,-0.0033,0.407,0,normal
1.0014,0.9968,1.0001,0.0046,0.585,0,normal
1.0183,1.0014,0.9968,0.0169,1.119,0,normal
1.017,1.0183,1.0014,-0.0012,0.1448,0,normal
0.9874,1.017,1.0183,-0.0296,1.1157,0,normal
0.9896,0.9874,1.017,0.0022,0.1971,0,normal
0.9916,0.9896,0.9874,0.002,1.0857,0,normal
0.9911,0.9916,0.9896,-0.0006,1.0016,0,normal
1.0173,0.9911,0.9916,0.0262,0.5773,0,normal
